team,conference,avg_point_sc_home,avg_point_sc_vis,avg_point_sc_tot,avg_point_allowed_home,avg_point_allowed_vis,avg_point_allowed_tot,avg_sc_diff_home,avg_sc_diff_vis,avg_sc_diff_tot,win_perc_home,win_perc_vis,win_perc_tot,total_games,tournament
UT Arlington,Sun Belt,73.33333333333333,62.8235294117647,67.17241379310344,65.25,71.17647058823529,68.72413793103448,8.083333333333334,-8.352941176470589,-1.5517241379310345,0.6666666666666666,0.17647058823529413,0.37929999999999997,29,0
UT Rio Grande Valley,Western Athletic,74.06666666666666,68.8125,71.35483870967742,78.33333333333333,78.9375,78.64516129032258,-4.266666666666667,-10.125,-7.290322580645161,0.3333333333333333,0.1875,0.2581,31,0
UT Southern,NA,NA,79,79,NA,86,86,NA,-7,-7,NA,0,0,1,0
Utah,Pacific-12,71.875,67.4,69.70967741935483,68,73.93333333333334,70.87096774193549,3.875,-6.533333333333333,-1.1612903225806452,0.4375,0.26666666666666666,0.35479999999999995,31,0
Utah St.,Mountain West,75.89473684210526,70.33333333333333,73.44117647058823,64.42105263157895,69.93333333333334,66.8529411764706,11.473684210526315,0.4,6.588235294117647,0.631578947368421,0.4,0.5294,34,0
Utah Valley,Western Athletic,73.86666666666666,68.88235294117646,71.21875,60.8,68.94117647058823,65.125,13.066666666666666,-0.058823529411764705,6.09375,0.8666666666666667,0.4117647058823529,0.625,32,0
UTEP,Conference USA,71.6,65.71428571428571,69.17647058823529,65.15,68.71428571428571,66.61764705882354,6.45,-3,2.5588235294117645,0.65,0.5,0.5882000000000001,34,0
UTSA,Conference USA,68.52631578947368,65.46153846153847,67.28125,66.84210526315789,80.23076923076923,72.28125,1.6842105263157894,-14.76923076923077,-5,0.42105263157894735,0.15384615384615385,0.3125,32,0
Valparaiso,Missouri Valley,74.05555555555556,66.5,70.75,68.27777777777777,73.42857142857143,70.53125,5.777777777777778,-6.928571428571429,0.21875,0.5555555555555556,0.2857142857142857,0.4375,32,0
Vanderbilt,Southeastern,72.23809523809524,68.73333333333333,70.77777777777777,65.42857142857143,71.2,67.83333333333333,6.809523809523809,-2.466666666666667,2.9444444444444446,0.6190476190476191,0.4,0.5278,36,0
Vassar,NA,NA,42,42,NA,88,88,NA,-46,-46,NA,0,0,1,0
VCU,Atlantic 10,66.84210526315789,67.38461538461539,67.0625,61.1578947368421,64.23076923076923,62.40625,5.684210526315789,3.1538461538461537,4.65625,0.6842105263157895,0.6923076923076923,0.6875,32,0
Vermont,America East,78.44444444444444,70.75,74.82352941176471,59,62.6875,60.73529411764706,19.444444444444443,8.0625,14.088235294117647,0.9444444444444444,0.6875,0.8234999999999999,34,1
Villanova,Big East,72.78947368421052,70.6842105263158,71.73684210526316,57.68421052631579,67.73684210526316,62.71052631578947,15.105263157894736,2.9473684210526314,9.026315789473685,0.9473684210526315,0.631578947368421,0.7895,38,1
Virgin Islands,NA,47,NA,47,99,NA,99,-52,NA,-52,0,NA,0,1,0
Virginia,Atlantic Coast,62.4,62.4,62.4,56.8,64.53333333333333,60.114285714285714,5.6,-2.1333333333333333,2.2857142857142856,0.65,0.5333333333333333,0.6,35,0
Virginia Lynchburg,NA,NA,46,46,NA,80,80,NA,-34,-34,NA,0,0,1,0
Virginia Tech,Atlantic Coast,72.42105263157895,69,70.80555555555556,59.36842105263158,66.6470588235294,62.80555555555556,13.052631578947368,2.3529411764705883,8,0.6842105263157895,0.5882352941176471,0.6389,36,1
Virginia Wesleyan,NA,NA,60,60,NA,80,80,NA,-20,-20,NA,0,0,1,0
VMI,Southern,79.0625,79,79.03125,68.75,79.6875,74.21875,10.3125,-0.6875,4.8125,0.625,0.375,0.5,32,0
Voorhees,NA,NA,53.5,53.5,NA,80,80,NA,-26.5,-26.5,NA,0,0,2,0
Wagner,Northeast,81.38461538461539,68,74.44444444444444,62.69230769230769,66.57142857142857,64.70370370370371,18.692307692307693,1.4285714285714286,9.74074074074074,0.9230769230769231,0.6428571428571429,0.7778,27,0
Wake Forest,Atlantic Coast,82.04166666666667,70.9090909090909,78.54285714285714,69.95833333333333,70.27272727272727,70.05714285714286,12.083333333333334,0.6363636363636364,8.485714285714286,0.8333333333333334,0.45454545454545453,0.7143,35,0
Waldorf,NA,NA,37,37,NA,93,93,NA,-56,-56,NA,0,0,1,0
Walla Walla,NA,NA,71,71,NA,111,111,NA,-40,-40,NA,0,0,1,0
Warner,NA,NA,56,56,NA,78,78,NA,-22,-22,NA,0,0,1,0
Warren Wilson,NA,NA,40.666666666666664,40.666666666666664,NA,109,109,NA,-68.33333333333333,-68.33333333333333,NA,0,0,3,0
Washington,Pacific-12,71.21052631578948,69.76923076923077,70.625,69.05263157894737,77.07692307692308,72.3125,2.1578947368421053,-7.3076923076923075,-1.6875,0.6842105263157895,0.3076923076923077,0.5312,32,0
Washington College,NA,NA,51,51,NA,103,103,NA,-52,-52,NA,0,0,2,0
Washington St.,Pacific-12,71.54545454545455,71.33333333333333,71.45945945945945,63.59090909090909,66.73333333333333,64.86486486486487,7.954545454545454,4.6,6.594594594594595,0.6363636363636364,0.5333333333333333,0.5946,37,0
Webber International,NA,NA,45.5,45.5,NA,95,95,NA,-49.5,-49.5,NA,0,0,2,0
Weber St.,Big Sky,75.94444444444444,76.4,76.15151515151516,68.66666666666667,72.2,70.27272727272727,7.277777777777778,4.2,5.878787878787879,0.6666666666666666,0.6,0.6364,33,0
Webster,NA,NA,64,64,NA,76,76,NA,-12,-12,NA,0,0,1,0
Wells,NA,NA,48,48,NA,107,107,NA,-59,-59,NA,0,0,1,0
West Florida,NA,NA,47,47,NA,81,81,NA,-34,-34,NA,0,0,1,0
West Virginia,Big 12,69.6,66.6923076923077,68.45454545454545,63.8,76.92307692307692,68.96969696969697,5.8,-10.23076923076923,-0.5151515151515151,0.7,0.15384615384615385,0.48479999999999995,33,0
Westcliff,NA,NA,58.5,58.5,NA,88,88,NA,-29.5,-29.5,NA,0,0,2,0
Western Carolina,Southern,76.14285714285714,66.38888888888889,70.65625,75.07142857142857,78.94444444444444,77.25,1.0714285714285714,-12.555555555555555,-6.59375,0.5714285714285714,0.16666666666666666,0.34380000000000005,32,0
Western Colorado,NA,NA,60,60,NA,100,100,NA,-40,-40,NA,0,0,1,0
Western Illinois,Summit League,81.13333333333334,75.05882352941177,77.90625,73.73333333333333,80.23529411764706,77.1875,7.4,-5.176470588235294,0.71875,0.6,0.4117647058823529,0.5,32,0
Western Kentucky,Conference USA,78.44444444444444,71.57142857142857,75.4375,67.16666666666667,71.78571428571429,69.1875,11.277777777777779,-0.21428571428571427,6.25,0.7222222222222222,0.42857142857142855,0.5938,32,0
Western Michigan,Mid-American,66.2,64.625,65.38709677419355,71.66666666666667,78.375,75.12903225806451,-5.466666666666667,-13.75,-9.741935483870968,0.3333333333333333,0.1875,0.2581,31,0
Western New England,NA,NA,52,52,NA,103,103,NA,-51,-51,NA,0,0,1,0
Western New Mexico,NA,NA,60,60,NA,86.5,86.5,NA,-26.5,-26.5,NA,0,0,2,0
Westminster PA,NA,NA,54,54,NA,83,83,NA,-29,-29,NA,0,0,1,0
Westminster UT,NA,NA,53,53,NA,65,65,NA,-12,-12,NA,0,0,1,0
Westmont,NA,NA,69,69,NA,96,96,NA,-27,-27,NA,0,0,1,0
Wheeling Jesuit,NA,NA,46,46,NA,90.5,90.5,NA,-44.5,-44.5,NA,0,0,2,0
Whittier,NA,NA,45,45,NA,101,101,NA,-56,-56,NA,0,0,1,0
Wichita St.,American Athletic,69.42105263157895,66.44444444444444,68.46428571428571,65.10526315789474,69,66.35714285714286,4.315789473684211,-2.5555555555555554,2.107142857142857,0.5789473684210527,0.4444444444444444,0.5357,28,0
Wiley,NA,NA,63,63,NA,83.5,83.5,NA,-20.5,-20.5,NA,0,0,2,0
Willamette,NA,NA,78,78,NA,122,122,NA,-44,-44,NA,0,0,1,0
William & Mary,Colonial Athletic Association,66,61.46666666666667,63.875,73.47058823529412,75.4,74.375,-7.470588235294118,-13.933333333333334,-10.5,0.23529411764705882,0.06666666666666667,0.1562,32,0
William Carey,NA,NA,60,60,NA,88.5,88.5,NA,-28.5,-28.5,NA,0,0,2,0
William Jessup,NA,NA,59,59,NA,89,89,NA,-30,-30,NA,0,0,1,0
William Peace,NA,NA,49.5,49.5,NA,91.5,91.5,NA,-42,-42,NA,0,0,2,0
William Woods,NA,NA,29,29,NA,84,84,NA,-55,-55,NA,0,0,1,0
Winthrop,Big South,78.875,71.5625,75.21875,65.625,74.75,70.1875,13.25,-3.1875,5.03125,1,0.4375,0.7188,32,0
Wisconsin,Big Ten,70.65,68.84615384615384,69.93939393939394,65.1,67.3076923076923,65.96969696969697,5.55,1.5384615384615385,3.9696969696969697,0.7,0.8461538461538461,0.7576,33,1
Wisconsin Superior,NA,NA,48,48,NA,77,77,NA,-29,-29,NA,0,0,1,0
Wofford,Southern,77.375,67.75,72.5625,65.875,66.625,66.25,11.5,1.125,6.3125,0.75,0.4375,0.5938,32,0
Worcester Tech,NA,NA,48,48,NA,81,81,NA,-33,-33,NA,0,0,1,0
Wright St.,Horizon League,76.29411764705883,75.36842105263158,75.80555555555556,67.23529411764706,75.89473684210526,71.80555555555556,9.058823529411764,-0.5263157894736842,4,0.7647058823529411,0.47368421052631576,0.6111,36,1
Wyoming,Mountain West,78.29411764705883,66.76470588235294,72.52941176470588,65.52941176470588,65.47058823529412,65.5,12.764705882352942,1.2941176470588236,7.029411764705882,0.8823529411764706,0.5882352941176471,0.7353000000000001,34,1
Xavier,Big East,75.75,70.83333333333333,74.11111111111111,67.375,72.91666666666667,69.22222222222223,8.375,-2.0833333333333335,4.888888888888889,0.7083333333333334,0.5,0.6389,36,0
Xavier LA,NA,NA,72,72,NA,84,84,NA,-12,-12,NA,0,0,1,0
Yale,Ivy League,77.6,66.375,71.80645161290323,68.2,70,69.12903225806451,9.4,-3.625,2.6774193548387095,0.7333333333333333,0.5,0.6129,31,1
Yellowstone Christian,NA,NA,43,43,NA,104,104,NA,-61,-61,NA,0,0,1,0
Youngstown St.,Horizon League,75.6,68.42857142857143,72.6470588235294,68.05,72.35714285714286,69.82352941176471,7.55,-3.9285714285714284,2.823529411764706,0.65,0.42857142857142855,0.5588000000000001,34,0
